Date,Couleur,Resultat,Methode,Mon_elo,Elo_adversaire,Type_partie,Ouverture,Annee,Mois,Jour_semaine,Heure,Diff_elo,Ouverture_principale
2025-09-06 18:12:46,Noirs,Défaite,Abandon,784,790,rapid,Kings Fianchetto Opening Sicilian Invitation 2.Bg2 Nc6 3.d3,2025,9,Saturday,18,-6,Kings Fianchetto
2025-09-06 18:19:43,Blancs,Défaite,Échec et mat,776,798,rapid,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qe5,2025,9,Saturday,18,-22,Scandinavian Defense
2025-09-08 09:40:04,Noirs,Victoire,Abandon,784,779,rapid,French Defense Knight Variation 2...d5 3.exd5 exd5,2025,9,Monday,9,5,French Defense
2025-09-08 09:48:07,Blancs,Victoire,Échec et mat,792,754,rapid,Scandinavian Defense,2025,9,Monday,9,38,Scandinavian Defense
2025-09-08 09:54:16,Noirs,Victoire,Abandon,800,794,rapid,French Defense Steinitz Attack,2025,9,Monday,9,6,French Defense
2025-09-08 11:29:22,Noirs,Défaite,Abandon,792,819,rapid,French Defense Advance Nimzowitsch System 4...Nc6,2025,9,Monday,11,-27,French Defense
2025-09-08 11:49:50,Blancs,Victoire,Échec et mat,800,799,rapid,Ruy Lopez Opening,2025,9,Monday,11,1,Ruy Lopez
2025-09-08 12:43:12,Noirs,Victoire,Échec et mat,807,768,rapid,Reti Opening Reti Gambit Declined Advance Variation...6.d3 Nf6 7.e3 Be7 8.exd4,2025,9,Monday,12,39,Reti Opening
2025-09-08 12:50:23,Blancs,Victoire,Abandon,815,796,rapid,Ruy Lopez Opening Berlin Beverwijk Variation 5.d3,2025,9,Monday,12,19,Ruy Lopez
2025-09-08 13:09:30,Noirs,Nulle,Répétition,815,799,rapid,Sicilian Defense French Variation 3.d3 Nc6,2025,9,Monday,13,16,Sicilian Defense
2025-09-08 13:31:05,Blancs,Victoire,Échec et mat,822,783,rapid,Ruy Lopez Opening Morphy Defense Open,2025,9,Monday,13,39,Ruy Lopez
2025-09-08 14:26:33,Noirs,Défaite,Échec et mat,814,826,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4,2025,9,Monday,14,-12,Sicilian Defense
2025-09-08 15:12:48,Noirs,Victoire,Échec et mat,814,549,rapid,Reti Opening Sicilian Invitation 2.d4 cxd4 3.Nxd4,2025,9,Monday,15,265,Reti Opening
2025-09-08 15:25:07,Blancs,Victoire,Échec et mat,814,549,rapid,Nimzowitsch Defense 2.d4 e6 3.Nf3 d5,2025,9,Monday,15,265,Nimzowitsch Defense
2025-09-08 15:48:12,Noirs,Victoire,Échec et mat,814,549,rapid,London System 3...c5 4.c3 Nc6 5.e3,2025,9,Monday,15,265,London System
2025-09-08 15:55:58,Blancs,Victoire,Échec et mat,814,549,rapid,Kings Indian Attack 2...e6 3.Bg2,2025,9,Monday,15,265,Kings Indian
2025-09-08 17:56:52,Blancs,Défaite,Échec et mat,806,806,rapid,Ruy Lopez Opening Morphy Defense Arkhangelsk Variation 7.d3 Bc5,2025,9,Monday,17,0,Ruy Lopez
2025-09-09 10:26:18,Noirs,Défaite,Échec et mat,798,805,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,9,Tuesday,10,-7,Sicilian Defense
2025-09-09 10:37:09,Noirs,Nulle,Répétition,798,812,rapid,Queens Pawn Opening Chigorin Variation 2...e6 3.Bf4,2025,9,Tuesday,10,-14,Queens Pawn
2025-09-09 10:46:07,Blancs,Défaite,Abandon,790,821,rapid,Four Knights Game Spanish Variation Classical Variation 5.O O d6,2025,9,Tuesday,10,-31,Four Knights
2025-09-09 10:51:24,Noirs,Défaite,Abandon,782,815,rapid,French Defense Steiner Variation 2...d5,2025,9,Tuesday,10,-33,French Defense
2025-09-09 13:43:58,Blancs,Victoire,Échec et mat,790,775,rapid,Kings Pawn Opening Kings Knight Variation,2025,9,Tuesday,13,15,Kings Pawn
2025-09-10 14:11:49,Noirs,Défaite,Abandon,782,819,rapid,Sicilian Defense Bowdler Attack 2...Nc6,2025,9,Wednesday,14,-37,Sicilian Defense
2025-09-10 14:18:07,Blancs,Défaite,Abandon,773,766,rapid,Sicilian Defense Open Dragon Variation 6.Bc4 Bg7,2025,9,Wednesday,14,7,Sicilian Defense
2025-09-10 14:23:06,Blancs,Victoire,Échec et mat,781,764,rapid,Scandinavian Defense Mieses Kotrc Variation 3.Nf3,2025,9,Wednesday,14,17,Scandinavian Defense
2025-09-10 14:30:56,Blancs,Victoire,Échec et mat,789,787,rapid,Reti Opening Kings Indian Attack Symmetrical Defense...4.d3 O O 5.e4 d6 6.O O,2025,9,Wednesday,14,2,Reti Opening
2025-09-10 14:44:37,Noirs,Victoire,Échec et mat,797,773,rapid,Sicilian Defense Open Lowenthal Variation 5.Nxc6 bxc6,2025,9,Wednesday,14,24,Sicilian Defense
2025-09-10 23:28:48,Noirs,Victoire,Abandon,805,805,rapid,Sicilian Defense,2025,9,Wednesday,23,0,Sicilian Defense
2025-09-10 23:46:47,Noirs,Nulle,Répétition,805,792,rapid,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6 3.Nf3,2025,9,Wednesday,23,13,Nimzowitsch Larsen
2025-09-11 00:05:42,Blancs,Défaite,Échec et mat,798,835,rapid,Ruy Lopez Opening Morphy Defense Caro Variation 5.Bb3,2025,9,Thursday,0,-37,Ruy Lopez
2025-09-11 12:28:35,Blancs,Victoire,Échec et mat,806,792,rapid,Four Knights Game Spanish Variation,2025,9,Thursday,12,14,Four Knights
2025-09-11 13:11:08,Noirs,Victoire,Abandon,815,821,rapid,Sicilian Defense French Variation,2025,9,Thursday,13,-6,Sicilian Defense
2025-09-11 13:31:31,Blancs,Victoire,Partie abandonnée,823,815,rapid,Caro Kann Defense 2.Nf3 d5,2025,9,Thursday,13,8,Caro Kann
2025-09-11 13:47:07,Noirs,Victoire,Abandon,831,818,rapid,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,9,Thursday,13,13,Sicilian Defense
2025-09-11 20:50:04,Blancs,Victoire,Échec et mat,839,815,rapid,Sicilian Defense 2.Nf3 d6 3.Bc4 Nf6,2025,9,Thursday,20,24,Sicilian Defense
2025-09-11 20:56:55,Blancs,Victoire,Abandon,847,825,rapid,Ruy Lopez Opening Morphy Defense Columbus Variation...5.O O b5 6.Bb3 Bc5 7.Nc3,2025,9,Thursday,20,22,Ruy Lopez
2025-09-12 21:49:35,Noirs,Défaite,Abandon,839,885,rapid,Queens Gambit Declined Queens Knight Variation,2025,9,Friday,21,-46,Queens Gambit
2025-09-12 21:53:44,Blancs,Victoire,Abandon,847,844,rapid,Sicilian Defense French Variation 3.d3 Nc6,2025,9,Friday,21,3,Sicilian Defense
2025-09-12 22:33:17,Blancs,Nulle,Répétition,847,855,rapid,Ruy Lopez Opening Morphy Defense Anderssen Variation 5...Bc5 6.O O d6,2025,9,Friday,22,-8,Ruy Lopez
2025-09-12 22:39:58,Blancs,Victoire,Abandon,855,835,rapid,Ruy Lopez Opening Classical Defense 4.O O Qf6,2025,9,Friday,22,20,Ruy Lopez
2025-09-12 22:49:41,Noirs,Défaite,Abandon,847,845,rapid,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.O O,2025,9,Friday,22,2,Sicilian Defense
2025-09-13 18:10:58,Noirs,Défaite,Échec et mat,416,528,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,9,Saturday,18,-112,Sicilian Defense
2025-09-13 18:32:29,Noirs,Victoire,Temps écoulé,488,415,blitz,Queens Gambit Declined 3.e3,2025,9,Saturday,18,73,Queens Gambit
2025-09-13 18:34:45,Blancs,Victoire,Échec et mat,547,483,blitz,Kings Pawn Opening Kings Knight Variation,2025,9,Saturday,18,64,Kings Pawn
2025-09-13 18:39:50,Blancs,Défaite,Abandon,495,545,blitz,Nimzowitsch Defense 2.Nc3 Nf6,2025,9,Saturday,18,-50,Nimzowitsch Defense
2025-09-16 10:29:11,Noirs,Défaite,Échec et mat,839,850,rapid,Kings Fianchetto Opening Catalan Formation,2025,9,Tuesday,10,-11,Kings Fianchetto
2025-09-16 10:35:11,Noirs,Défaite,Abandon,831,848,rapid,Sicilian Defense Bowdler Attack 2...Nc6,2025,9,Tuesday,10,-17,Sicilian Defense
2025-09-16 10:39:42,Blancs,Défaite,Abandon,823,832,rapid,Ruy Lopez Opening,2025,9,Tuesday,10,-9,Ruy Lopez
2025-09-16 10:51:05,Blancs,Victoire,Échec et mat,831,815,rapid,Ruy Lopez Opening Berlin Defense 4.d3 d6 5.O O Bd7,2025,9,Tuesday,10,16,Ruy Lopez
2025-09-16 14:11:39,Noirs,Défaite,Abandon,823,859,rapid,Kings Fianchetto Opening 1...d5 2.Bg2 Nf6 3.d3,2025,9,Tuesday,14,-36,Kings Fianchetto
2025-09-16 14:31:34,Blancs,Défaite,Abandon,815,822,rapid,Queens Gambit Accepted 3.Nc3 Nf6 4.e3,2025,9,Tuesday,14,-7,Queens Gambit
2025-09-16 14:35:17,Noirs,Défaite,Abandon,807,814,rapid,Queens Gambit Declined Chigorin Defense 3.Nf3 e6 4.Nc3,2025,9,Tuesday,14,-7,Queens Gambit
2025-09-16 14:40:46,Noirs,Défaite,Abandon,799,824,rapid,Queens Pawn Opening Accelerated London System,2025,9,Tuesday,14,-25,Queens Pawn
2025-09-16 14:55:29,Blancs,Victoire,Abandon,807,791,rapid,Indian Game 2.Nc3 g6,2025,9,Tuesday,14,16,Indian Game
2025-09-16 18:41:01,Noirs,Victoire,Échec et mat,815,785,rapid,Sicilian Defense,2025,9,Tuesday,18,30,Sicilian Defense
2025-09-16 18:51:36,Noirs,Victoire,Échec et mat,822,786,rapid,Sicilian Defense,2025,9,Tuesday,18,36,Sicilian Defense
2025-09-17 14:18:59,Blancs,Victoire,Abandon,830,812,rapid,Sicilian Defense Smith Morra Accepted Kan Formation,2025,9,Wednesday,14,18,Sicilian Defense
2025-09-17 14:27:45,Blancs,Défaite,Échec et mat,822,858,rapid,Semi Slav Defense 5.g3,2025,9,Wednesday,14,-36,Semi Slav
2025-09-17 22:43:10,Noirs,Défaite,Abandon,814,837,rapid,Queens Pawn Opening 1...d5,2025,9,Wednesday,22,-23,Queens Pawn
2025-09-17 22:53:33,Blancs,Victoire,Échec et mat,822,812,rapid,Ruy Lopez Opening Classical Defense 4.O O Qf6,2025,9,Wednesday,22,10,Ruy Lopez
2025-09-17 23:08:43,Blancs,Victoire,Abandon,830,831,rapid,Slav Defense 3.Nc3,2025,9,Wednesday,23,-1,Slav Defense
2025-09-18 09:17:07,Noirs,Défaite,Abandon,822,828,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,9,Thursday,9,-6,Sicilian Defense
2025-09-18 09:20:54,Noirs,Victoire,Abandon,830,813,rapid,Kings Fianchetto Opening 1...d5,2025,9,Thursday,9,17,Kings Fianchetto
2025-09-18 09:23:11,Noirs,Victoire,Abandon,838,810,rapid,Queens Pawn Opening Chigorin Variation 2...e6,2025,9,Thursday,9,28,Queens Pawn
2025-09-18 09:31:57,Blancs,Défaite,Échec et mat,830,833,rapid,Philidor Defense 3.Bc4,2025,9,Thursday,9,-3,Philidor Defense
2025-09-18 13:02:26,Blancs,Victoire,Échec et mat,838,815,rapid,Pirc Defense Modern Defense Geller System 2...Nf6,2025,9,Thursday,13,23,Pirc Defense
2025-09-18 13:40:53,Noirs,Défaite,Abandon,449,492,blitz,Sicilian Defense Old Sicilian Variation 3.c4 e5,2025,9,Thursday,13,-43,Sicilian Defense
2025-09-18 13:43:31,Noirs,Victoire,Échec et mat,491,465,blitz,Closed Sicilian Defense Traditional Line 3.Nf3 Nf6,2025,9,Thursday,13,26,Closed Sicilian
2025-09-18 13:47:17,Noirs,Victoire,Échec et mat,526,483,blitz,Sicilian Defense Open 3...cxd4 4.c3,2025,9,Thursday,13,43,Sicilian Defense
2025-09-18 13:50:00,Blancs,Victoire,Échec et mat,557,509,blitz,Pirc Defense Modern Defense Geller System 2...Nf6 3.Nc3 e5 4.Bc4,2025,9,Thursday,13,48,Pirc Defense
2025-09-18 13:55:55,Blancs,Défaite,Temps écoulé,529,583,blitz,Caro Kann Defense 2.Nf3 d5 3.d3 dxe4 4.dxe4,2025,9,Thursday,13,-54,Caro Kann
2025-09-18 14:01:00,Blancs,Défaite,Abandon,502,545,blitz,Scandinavian Defense,2025,9,Thursday,14,-43,Scandinavian Defense
2025-09-18 14:01:57,Blancs,Victoire,Échec et mat,528,504,blitz,Kings Pawn Opening Kings Knight Variation,2025,9,Thursday,14,24,Kings Pawn
2025-09-18 14:10:04,Noirs,Victoire,Temps écoulé,550,503,blitz,English Opening Kings English Variation,2025,9,Thursday,14,47,English Opening
2025-09-18 14:14:31,Blancs,Défaite,Échec et mat,527,540,blitz,Indian Game Knights Variation East Indian Defense 3.Nc3 Bg7 4.e4,2025,9,Thursday,14,-13,Indian Game
2025-09-18 15:27:54,Noirs,Défaite,Abandon,505,513,blitz,Sicilian Defense,2025,9,Thursday,15,-8,Sicilian Defense
2025-09-18 15:31:00,Noirs,Victoire,Abandon,525,500,blitz,Queens Gambit Declined Chigorin Defense 3.Nf3 e6 4.Nc3,2025,9,Thursday,15,25,Queens Gambit
2025-09-18 15:34:44,Blancs,Défaite,Échec et mat,506,524,blitz,Ruy Lopez Opening Berlin Improved Steinitz Defense 5.Re1,2025,9,Thursday,15,-18,Ruy Lopez
2025-09-18 15:40:04,Blancs,Victoire,Abandon,523,483,blitz,French Defense Knight Variation 2...d5 3.exd5 exd5,2025,9,Thursday,15,40,French Defense
2025-09-18 19:17:28,Noirs,Défaite,Échec et mat,508,575,blitz,Van t Kruijs Opening 1...c5,2025,9,Thursday,19,-67,Van t
2025-09-18 19:20:32,Noirs,Défaite,Abandon,493,532,blitz,Mieses Opening 1...d5,2025,9,Thursday,19,-39,Mieses Opening
2025-09-18 19:23:08,Blancs,Défaite,Échec et mat,478,501,blitz,Ruy Lopez Opening Berlin Rio Gambit Accepted,2025,9,Thursday,19,-23,Ruy Lopez
2025-09-19 14:44:20,Noirs,Victoire,Abandon,492,452,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6,2025,9,Friday,14,40,Sicilian Defense
2025-09-19 14:49:37,Blancs,Victoire,Échec et mat,506,484,blitz,Ruy Lopez Opening Old Steinitz Defense 4.O O Bd7,2025,9,Friday,14,22,Ruy Lopez
2025-09-19 14:55:04,Noirs,Victoire,Abandon,521,520,blitz,Sicilian Defense Bowdler Attack 2...e6 3.Nc3 Nc6,2025,9,Friday,14,1,Sicilian Defense
2025-09-19 15:01:35,Noirs,Victoire,Temps écoulé,534,509,blitz,Sicilian Defense Bowdler Attack 2...e6,2025,9,Friday,15,25,Sicilian Defense
2025-09-19 17:29:02,Blancs,Victoire,Temps écoulé,740,622,bullet,Sicilian Defense 2.Nf3 d6 3.Bc4 e6,2025,9,Friday,17,118,Sicilian Defense
2025-09-19 17:32:28,Blancs,Défaite,Échec et mat,647,731,bullet,Reti Opening Queenside Fianchetto Variation 2.e4 Bb7,2025,9,Friday,17,-84,Reti Opening
2025-09-20 00:55:31,Noirs,Victoire,Échec et mat,546,499,blitz,Sicilian Defense,2025,9,Saturday,0,47,Sicilian Defense
2025-09-20 01:01:06,Noirs,Défaite,Échec et mat,534,553,blitz,Mieses Opening 1...d5,2025,9,Saturday,1,-19,Mieses Opening
2025-09-20 01:06:38,Blancs,Défaite,Échec et mat,522,550,blitz,Ruy Lopez Opening Birds Defense 4.Nxd4 exd4 5.O O c6 6.Bc4,2025,9,Saturday,1,-28,Ruy Lopez
2025-09-20 01:15:16,Blancs,Défaite,Échec et mat,510,514,blitz,Ruy Lopez Opening Berlin Defense 4.d3,2025,9,Saturday,1,-4,Ruy Lopez
2025-09-20 01:21:32,Blancs,Défaite,Temps écoulé,498,491,blitz,Caro Kann Defense 2.Nf3 d5,2025,9,Saturday,1,7,Caro Kann
2025-09-20 20:01:42,Noirs,Défaite,Abandon,487,507,blitz,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...e6 4.Nc3,2025,9,Saturday,20,-20,Sicilian Defense
2025-09-20 20:03:12,Noirs,Défaite,Échec et mat,477,503,blitz,English Opening Agincourt Defense 2.Nc3 d5 3.cxd5 exd5,2025,9,Saturday,20,-26,English Opening
2025-09-20 20:08:43,Blancs,Défaite,Abandon,467,476,blitz,Ruy Lopez Opening Birds Defense 4.Nxd4 exd4 5.O O c6,2025,9,Saturday,20,-9,Ruy Lopez
2025-09-21 23:36:38,Noirs,Défaite,Abandon,457,478,blitz,Queens Pawn Opening Chigorin Variation 2...e6,2025,9,Sunday,23,-21,Queens Pawn
2025-09-21 23:40:16,Blancs,Victoire,Échec et mat,467,464,blitz,Ruy Lopez Opening,2025,9,Sunday,23,3,Ruy Lopez
2025-09-21 23:43:57,Blancs,Victoire,Partie abandonnée,477,468,blitz,Reti Opening Queenside Fianchetto Variation 2.e4 Bb7,2025,9,Sunday,23,9,Reti Opening
2025-09-21 23:50:05,Noirs,Défaite,Temps écoulé,467,463,blitz,Sicilian Defense Smith Morra Morphy Gambit,2025,9,Sunday,23,4,Sicilian Defense
2025-09-22 01:12:19,Blancs,Défaite,Échec et mat,458,463,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4,2025,9,Monday,1,-5,Sicilian Defense
2025-09-22 01:16:26,Noirs,Victoire,Échec et mat,467,457,blitz,Queens Pawn Opening Krause Variation 3.dxc5 e6,2025,9,Monday,1,10,Queens Pawn
2025-09-22 01:17:08,Noirs,Victoire,Abandon,475,448,blitz,Sicilian Defense French Variation 3.d4 cxd4,2025,9,Monday,1,27,Sicilian Defense
2025-09-22 01:23:37,Noirs,Défaite,Temps écoulé,466,464,blitz,Polish Opening 1...d5 2.Bb2,2025,9,Monday,1,2,Polish Opening
2025-09-22 01:31:59,Blancs,Victoire,Échec et mat,846,818,rapid,Petrovs Defense 3.d3 Nc6,2025,9,Monday,1,28,Petrovs Defense
2025-09-22 09:11:38,Blancs,Victoire,Échec et mat,854,857,rapid,Nimzowitsch Defense Declined 2...d5,2025,9,Monday,9,-3,Nimzowitsch Defense
2025-09-22 09:14:43,Blancs,Défaite,Abandon,846,877,rapid,Bishops Opening Boi Variation 3.Nf3,2025,9,Monday,9,-31,Bishops Opening
2025-09-22 09:15:56,Noirs,Défaite,Abandon,838,868,rapid,Sicilian Defense Taimanov Variation 5.Nc3,2025,9,Monday,9,-30,Sicilian Defense
2025-09-22 15:38:33,Blancs,Victoire,Échec et mat,846,849,rapid,Ruy Lopez Opening Berlin Defense 4.d3 d6 5.O O Bd7,2025,9,Monday,15,-3,Ruy Lopez
2025-09-22 15:45:31,Noirs,Défaite,Échec et mat,838,835,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,9,Monday,15,3,Sicilian Defense
2025-09-22 16:18:41,Noirs,Victoire,Partie abandonnée,846,847,rapid,Sicilian Defense Taimanov Variation 5.Nc3,2025,9,Monday,16,-1,Sicilian Defense
2025-09-22 16:29:46,Blancs,Victoire,Échec et mat,854,835,rapid,Kings Pawn Opening Kings Knight Variation,2025,9,Monday,16,19,Kings Pawn
2025-09-22 16:33:21,Noirs,Victoire,Abandon,862,840,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6,2025,9,Monday,16,22,Sicilian Defense
2025-09-22 16:50:56,Noirs,Victoire,Temps écoulé,870,837,rapid,Sicilian Defense Open 3...cxd4 4.Nxd4,2025,9,Monday,16,33,Sicilian Defense
2025-09-22 17:23:04,Blancs,Défaite,Échec et mat,862,880,rapid,Tarrasch Defense 4.cxd5 exd5,2025,9,Monday,17,-18,Tarrasch Defense
2025-09-22 19:11:27,Blancs,Défaite,Échec et mat,854,857,rapid,Queens Pawn Opening,2025,9,Monday,19,-3,Queens Pawn
2025-09-22 19:18:39,Noirs,Victoire,Abandon,861,825,rapid,Kings Fianchetto Opening Catalan Formation,2025,9,Monday,19,36,Kings Fianchetto
2025-09-22 19:34:02,Blancs,Nulle,Accord mutuel,861,841,rapid,Ruy Lopez Opening Berlin Beverwijk Variation 5.d3,2025,9,Monday,19,20,Ruy Lopez
2025-09-22 19:44:13,Blancs,Victoire,Échec et mat,869,865,rapid,Queens Gambit Declined 3.e3,2025,9,Monday,19,4,Queens Gambit
2025-09-22 19:49:02,Noirs,Victoire,Abandon,877,857,rapid,Sicilian Defense Open 3...cxd4 4.Nxd4,2025,9,Monday,19,20,Sicilian Defense
2025-09-22 19:52:43,Blancs,Défaite,Partie abandonnée,869,865,rapid,Kings Fianchetto Opening...2.Bg2 Nf6 3.d3 d5,2025,9,Monday,19,4,Kings Fianchetto
2025-09-23 00:32:53,Noirs,Victoire,Échec et mat,877,851,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,9,Tuesday,0,26,Sicilian Defense
2025-09-23 00:38:23,Noirs,Victoire,Échec et mat,885,856,rapid,Sicilian Defense,2025,9,Tuesday,0,29,Sicilian Defense
2025-09-23 00:43:33,Noirs,Victoire,Échec et mat,893,871,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,9,Tuesday,0,22,Sicilian Defense
2025-09-23 10:27:27,Blancs,Défaite,Partie abandonnée,885,915,rapid,Indian Game Black Knights Tango,2025,9,Tuesday,10,-30,Indian Game
2025-09-23 11:12:21,Blancs,Victoire,Échec et mat,893,880,rapid,Reti Opening Queenside Fianchetto Variation 2.e4 Bb7,2025,9,Tuesday,11,13,Reti Opening
2025-09-23 11:17:47,Noirs,Victoire,Échec et mat,901,897,rapid,Sicilian Defense Bowdler Attack 2...e6,2025,9,Tuesday,11,4,Sicilian Defense
2025-09-23 14:49:12,Noirs,Défaite,Abandon,893,896,rapid,Sicilian Defense,2025,9,Tuesday,14,-3,Sicilian Defense
2025-09-23 15:00:42,Blancs,Défaite,Échec et mat,885,905,rapid,Philidor Defense 3.Bc4,2025,9,Tuesday,15,-20,Philidor Defense
2025-09-23 16:43:22,Noirs,Défaite,Échec et mat,877,884,rapid,Sicilian Defense Lasker Dunne Attack 2...e6 3.Bg2,2025,9,Tuesday,16,-7,Sicilian Defense
2025-09-23 16:48:59,Blancs,Victoire,Abandon,885,853,rapid,Ruy Lopez Opening Cozio Defense 4.O O a6,2025,9,Tuesday,16,32,Ruy Lopez
2025-09-23 16:56:20,Noirs,Défaite,Abandon,466,1975,blitz,Closed Sicilian Defense Grand Prix Attack 3...e6 4.Nf3 d5 5.Bb5,2025,9,Tuesday,16,-1509,Closed Sicilian
2025-09-23 16:57:20,Noirs,Défaite,Abandon,466,489,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,9,Tuesday,16,-23,Sicilian Defense
2025-09-23 16:59:40,Blancs,Défaite,Abandon,466,1975,blitz,Ruy Lopez Opening Berlin Rio Gambit Accepted,2025,9,Tuesday,16,-1509,Ruy Lopez
2025-09-23 17:09:57,Noirs,Défaite,Abandon,885,1991,rapid,Closed Sicilian Defense Grand Prix Attack,2025,9,Tuesday,17,-1106,Closed Sicilian
2025-09-23 17:18:44,Blancs,Défaite,Abandon,885,1991,rapid,Reti Opening Dutch Variation...3.Bg2 g6 4.O O Bg7,2025,9,Tuesday,17,-1106,Reti Opening
2025-09-23 18:16:46,Noirs,Défaite,Abandon,877,899,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.Qxd4 Nc6 4.Qd1,2025,9,Tuesday,18,-22,Sicilian Defense
2025-09-23 20:04:54,Noirs,Victoire,Abandon,885,888,rapid,Sicilian Defense,2025,9,Tuesday,20,-3,Sicilian Defense
2025-09-23 20:18:07,Blancs,Défaite,Échec et mat,877,896,rapid,Nimzowitsch Defense French Connection Variation,2025,9,Tuesday,20,-19,Nimzowitsch Defense
2025-09-23 21:01:45,Blancs,Victoire,Échec et mat,884,846,rapid,French Defense Knight Variation 2...d5,2025,9,Tuesday,21,38,French Defense
2025-09-23 21:49:25,Blancs,Défaite,Abandon,876,884,rapid,Pirc Defense Modern Defense Geller System 2...Nf6,2025,9,Tuesday,21,-8,Pirc Defense
2025-09-24 12:21:36,Noirs,Défaite,Abandon,868,882,rapid,Queens Gambit Declined Pseudo Tarrasch Defense 4.g3,2025,9,Wednesday,12,-14,Queens Gambit
2025-09-24 12:24:21,Noirs,Défaite,Abandon,860,890,rapid,Sicilian Defense Smith Morra Gambit 2...cxd4 3.c3,2025,9,Wednesday,12,-30,Sicilian Defense
2025-09-24 12:40:08,Blancs,Défaite,Abandon,852,854,rapid,Queens Gambit Accepted Central Variation Modern Defense,2025,9,Wednesday,12,-2,Queens Gambit
2025-09-24 13:02:24,Blancs,Défaite,Partie abandonnée,575,650,bullet,Indian Game Black Knights Tango 3.Nf3 d6 4.Nc3,2025,9,Wednesday,13,-75,Indian Game
2025-09-24 13:30:30,Noirs,Victoire,Abandon,474,441,blitz,Queens Gambit Declined Harrwitz Attack,2025,9,Wednesday,13,33,Queens Gambit
2025-09-24 13:33:32,Noirs,Victoire,Échec et mat,482,447,blitz,Sicilian Defense French Variation,2025,9,Wednesday,13,35,Sicilian Defense
2025-09-24 13:37:01,Blancs,Victoire,Partie abandonnée,490,457,blitz,Englund Gambit 2.dxe5,2025,9,Wednesday,13,33,Englund Gambit
2025-09-24 13:46:02,Noirs,Victoire,Échec et mat,498,484,blitz,Sicilian Defense,2025,9,Wednesday,13,14,Sicilian Defense
2025-09-24 13:52:44,Blancs,Défaite,Abandon,490,536,blitz,Slav Defense 3.Nc3 dxc4 4.e3,2025,9,Wednesday,13,-46,Slav Defense
2025-09-24 15:50:39,Blancs,Victoire,Partie abandonnée,498,492,blitz,Slav Defense 3.Nc3 Nf6 4.Bg5,2025,9,Wednesday,15,6,Slav Defense
2025-09-24 15:57:42,Noirs,Victoire,Échec et mat,506,493,blitz,Sicilian Defense Taimanov Variation 5.Nxc6 bxc6,2025,9,Wednesday,15,13,Sicilian Defense
2025-09-24 16:02:08,Blancs,Défaite,Échec et mat,498,527,blitz,Queens Gambit Declined Modern Variation 4...Be7 5.e3 h6 6.Bh4,2025,9,Wednesday,16,-29,Queens Gambit
2025-09-24 16:08:31,Noirs,Victoire,Temps écoulé,506,481,blitz,Sicilian Defense Old Sicilian Variation 3.Bc4 e6 4.Nc3,2025,9,Wednesday,16,25,Sicilian Defense
2025-09-24 16:25:55,Blancs,Défaite,Partie abandonnée,498,526,blitz,Queens Gambit Accepted 3.Nc3 a6,2025,9,Wednesday,16,-28,Queens Gambit
2025-09-24 16:35:56,Noirs,Victoire,Échec et mat,860,860,rapid,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...e6 4.Nc3,2025,9,Wednesday,16,0,Sicilian Defense
2025-09-24 16:46:50,Blancs,Défaite,Abandon,852,872,rapid,Modern Defense with 1 d4 2.c4 Bg7 3.Nf3,2025,9,Wednesday,16,-20,Modern Defense
2025-09-24 16:48:21,Noirs,Défaite,Échec et mat,844,852,rapid,Sicilian Defense French Variation,2025,9,Wednesday,16,-8,Sicilian Defense
2025-09-24 16:52:06,Noirs,Défaite,Abandon,836,868,rapid,Sicilian Defense Nyezhmetdinov Rossolimo Attack 3...e6 4.Bxc6 bxc6,2025,9,Wednesday,16,-32,Sicilian Defense
2025-09-24 22:40:18,Blancs,Victoire,Échec et mat,506,496,blitz,Queens Pawn Opening Polish Defense 2.e4,2025,9,Wednesday,22,10,Queens Pawn
2025-09-24 22:43:47,Noirs,Victoire,Échec et mat,514,506,blitz,Sicilian Defense Bowdler Attack 2...e6 3.Nc3,2025,9,Wednesday,22,8,Sicilian Defense
2025-09-24 22:50:41,Blancs,Victoire,Temps écoulé,522,526,blitz,Englund Gambit 2.dxe5,2025,9,Wednesday,22,-4,Englund Gambit
